iter	Logloss
238	0.2898672765
239	0.2898616654
240	0.2898585387
241	0.2898460472
242	0.2898432051
243	0.2898396464
244	0.2898341409
245	0.2898283708
246	0.2898213668
247	0.2898205647
248	0.2898165577
249	0.2898167428
250	0.2898145069
251	0.2898133502
252	0.2898127529
253	0.2898026128
254	0.2897997313
255	0.2897928385
256	0.2897848004
257	0.2897796717
258	0.2897784056
259	0.2897784717
260	0.2897784746
261	0.2897785968
262	0.2897788942
263	0.2897773901
264	0.2897702421
265	0.2897667111
266	0.2897664411
267	0.2897651209
268	0.289764806
269	0.2897649619
270	0.2897655553
271	0.289759675
272	0.2897594408
273	0.2897592912
274	0.2897591872
275	0.2897593788
276	0.2897593788
277	0.2897593523
278	0.2897588275
279	0.289758636
280	0.2897584502
281	0.2897585576
282	0.2897553313
283	0.2897506118
284	0.2897426784
285	0.2897339338
286	0.2897339696
287	0.2897334731
288	0.2897296244
289	0.2897290196
290	0.2897210713
291	0.2897194835
292	0.2897153958
293	0.2897151802
294	0.2897106382
295	0.2897052218
296	0.2896992078
297	0.2896992105
298	0.2896949989
299	0.2896945954
300	0.2896922785
301	0.2896925957
302	0.2896849353
303	0.2896785598
304	0.2896727718
305	0.2896700755
306	0.2896632489
307	0.2896601054
308	0.2896575742
309	0.2896571166
310	0.2896576076
311	0.2896553721
312	0.289653782
313	0.2896537452
314	0.2896536973
315	0.2896466074
316	0.289646802
317	0.2896449395
318	0.2896412268
319	0.2896359505
320	0.289636121
321	0.2896364213
322	0.2896291723
323	0.2896218285
324	0.2896215323
325	0.2896215323
326	0.2896220074
327	0.289615987
328	0.289612862
329	0.2896126035
330	0.2896061503
331	0.2896047135
332	0.289598288
333	0.2895960153
334	0.2895959004
335	0.289590661
336	0.2895904624
337	0.2895901275
338	0.2895866817
339	0.2895862422
340	0.2895836824
341	0.2895805071
342	0.2895782815
343	0.2895781248
344	0.2895779046
345	0.289576104
346	0.2895763649
347	0.2895711338
348	0.2895712103
349	0.2895710567
350	0.2895646792
351	0.2895599714
352	0.2895595805
353	0.2895565435
354	0.289556794
355	0.2895559162
356	0.2895523142
357	0.2895520836
358	0.2895509186
359	0.2895466219
360	0.2895416845
361	0.2895413155
362	0.2895414026
363	0.289541229
364	0.2895414335
365	0.2895411065
366	0.2895401052
367	0.2895398304
368	0.2895398304
369	0.2895398576
370	0.2895396884
371	0.2895396884
372	0.2895396884
373	0.2895398081
374	0.2895398773
375	0.2895398896
376	0.2895373361
377	0.289536622
378	0.2895360769
379	0.2895340896
380	0.2895302654
381	0.2895300443
382	0.2895278204
383	0.2895276965
384	0.2895266271
385	0.2895269485
386	0.2895252818
387	0.2895243775
388	0.2895249679
389	0.2895245134
390	0.2895247234
391	0.2895247571
392	0.289520941
393	0.2895150748
394	0.2895110909
395	0.2895099976
396	0.2895079648
397	0.2895027188
398	0.2894989592
399	0.289498111
400	0.289498111
401	0.2894984779
402	0.2894985161
403	0.28949887
404	0.2894967004
405	0.2894964804
406	0.2894950038
407	0.289491795
408	0.2894878705
409	0.2894828278
410	0.2894832767
411	0.2894831092
412	0.2894802754
413	0.2894804375
414	0.2894800661
415	0.289478777
416	0.2894759744
417	0.289472599
418	0.2894702842
419	0.28946734
420	0.28946734
421	0.28946734
422	0.28946736
423	0.28946736
424	0.289467561
425	0.2894678306
426	0.2894674885
427	0.2894676506
428	0.2894676858
429	0.289467301
430	0.2894645118
431	0.289460514
432	0.2894599052
433	0.2894601568
434	0.2894597837
435	0.2894603367
436	0.2894578266
437	0.2894577672
438	0.2894570873
439	0.2894569018
440	0.2894569811
441	0.2894570056
442	0.2894572582
443	0.2894578802
444	0.2894550889
445	0.2894496871
446	0.2894474558
447	0.2894466705
448	0.28944698
449	0.2894459852
450	0.2894431362
451	0.2894392654
452	0.2894351841
453	0.2894352678
454	0.289435956
455	0.289435307
456	0.2894351776
457	0.2894326281
458	0.289431313
459	0.289431313
460	0.2894319158
461	0.2894302982
462	0.2894279235
463	0.2894245199
464	0.28942449
465	0.2894241442
466	0.2894245116
467	0.2894244534
468	0.2894238039
469	0.2894236801
470	0.2894236801
471	0.2894238224
472	0.2894236217
473	0.2894234216
474	0.289423966
475	0.2894230283
476	0.2894206132
477	0.2894209407
478	0.2894157437
479	0.2894149914
480	0.2894149386
481	0.2894143844
482	0.2894132273
483	0.2894133899
484	0.2894131942
485	0.2894102025
486	0.2894106376
487	0.2894106189
488	0.2894062365
489	0.2894060296
490	0.2894056165
491	0.2894045955
492	0.2893993489
493	0.2894000798
494	0.2893976876
495	0.2893976876
496	0.2893976876
497	0.2893978072
498	0.2893978072
499	0.2893978072
500	0.2893978072
501	0.2893978072
502	0.2893977166
503	0.289398264
504	0.2893974634
505	0.2893974852
506	0.2893973923
507	0.2893977243
508	0.2893937131
509	0.2893919259
510	0.289391535
511	0.2893915038
512	0.2893917373
513	0.289391177
514	0.2893910599
515	0.2893914801
516	0.289391196
517	0.2893864686
518	0.2893861171
519	0.2893854949
520	0.2893856401
521	0.2893845455
522	0.2893846089
523	0.2893847763
524	0.2893847763
525	0.2893848218
526	0.2893843663
527	0.2893837594
528	0.2893835732
529	0.2893836411
530	0.2893808666
531	0.2893810376
532	0.2893809271
533	0.2893812652
534	0.2893812118
535	0.2893810634
536	0.2893801964
537	0.2893802982
538	0.2893769529
539	0.2893741977
540	0.2893732364
541	0.2893731732
542	0.2893730043
543	0.2893725355
544	0.2893728212
545	0.2893724882
546	0.2893721946
547	0.2893722669
548	0.2893725811
549	0.2893714449
550	0.2893699405
551	0.2893690737
552	0.2893690642
553	0.289369395
554	0.2893697547
555	0.2893682938
556	0.2893684344
557	0.2893681173
558	0.2893679005
559	0.2893678209
560	0.2893665454
561	0.2893665454
562	0.2893665454
563	0.289366613
564	0.2893675276
565	0.2893664326
566	0.2893668042
567	0.2893663959
568	0.2893666839
569	0.289366532
570	0.2893662863
571	0.2893665548
572	0.2893665548
573	0.2893665292
574	0.2893666718
575	0.28936647
576	0.2893661807
577	0.2893663113
578	0.2893655553
579	0.2893653736
580	0.2893655506
581	0.2893657753
582	0.2893657715
583	0.2893660717
584	0.2893650513
585	0.2893639703
586	0.2893634174
587	0.2893637112
588	0.2893632014
589	0.2893604522
590	0.2893607671
591	0.2893555462
592	0.2893553872
593	0.2893560156
594	0.2893551689
595	0.2893556433
596	0.2893554381
597	0.2893551173
598	0.2893550297
599	0.2893552284
600	0.2893557375
601	0.289352701
602	0.289350816
603	0.2893507364
604	0.2893475008
605	0.2893475995
606	0.2893474956
607	0.289347388
608	0.2893473952
609	0.2893476123
610	0.2893466037
611	0.2893472678
612	0.2893464058
613	0.2893467008
614	0.2893463553
615	0.2893466091
616	0.289346512
617	0.289346724
618	0.2893460166
619	0.2893447875
620	0.2893451855
621	0.2893449032
622	0.2893404773
623	0.2893392717
624	0.2893385666
625	0.2893387078
626	0.2893392868
627	0.2893384755
628	0.2893387786
629	0.2893386339
630	0.2893385997
631	0.2893385997
632	0.2893385997
633	0.2893385997
634	0.2893395768
635	0.2893387377
636	0.2893365033
637	0.2893363833
638	0.289335949
639	0.2893359645
640	0.289336659
641	0.2893366852
642	0.2893348464
643	0.2893343566
644	0.2893321435
645	0.2893323944
646	0.2893318456
647	0.2893321045
648	0.2893317794
649	0.2893316976
650	0.2893322448
651	0.2893308436
652	0.2893308899
653	0.2893314666
654	0.289330561
655	0.2893302726
656	0.2893306097
657	0.2893308316
658	0.2893306087
659	0.2893287699
660	0.28932763
661	0.2893274531
662	0.2893273449
663	0.2893267385
664	0.289325936
665	0.2893265523
666	0.2893254876
667	0.2893248192
668	0.2893248046
669	0.2893254548
670	0.2893217912
671	0.289321367
672	0.2893218296
673	0.2893211518
674	0.2893201878
675	0.2893202564
676	0.2893202564
677	0.2893202564
678	0.2893202564
679	0.2893205545
680	0.2893193004
681	0.2893188824
682	0.2893184181
683	0.2893189109
684	0.2893188794
685	0.28931876
686	0.289319398
687	0.2893182484
688	0.2893182484
689	0.2893182484
690	0.2893187738
691	0.2893184765
692	0.2893170595
693	0.2893173521
694	0.2893172348
695	0.2893175406
696	0.2893138314
697	0.2893128471
698	0.2893128471
699	0.289312965
700	0.2893137132
701	0.2893131583
702	0.2893129216
703	0.2893124195
704	0.2893123405
705	0.2893127485
706	0.2893123219
707	0.2893125009
708	0.2893101159
709	0.2893097372
710	0.2893095293
711	0.2893095214
712	0.2893098258
713	0.2893097599
714	0.289308718
715	0.289308718
716	0.289309196
717	0.2893084808
718	0.2893081993
719	0.2893077311
720	0.2893075294
721	0.2893075235
722	0.2893075858
723	0.2893076997
724	0.2893074724
725	0.2893075818
726	0.2893077797
727	0.2893070919
728	0.2893077445
729	0.2893074864
730	0.2893073929
731	0.2893063482
732	0.2893062537
733	0.2893057429
734	0.2893055708
735	0.2893051099
736	0.2893047348
737	0.2893044928
738	0.2893042269
739	0.2893045378
740	0.2893048492
741	0.2893047211
742	0.2893037035
743	0.2893039079
744	0.2893041561
745	0.2893035285
746	0.2893034083
747	0.2893035701
748	0.2893030135
749	0.2893030394
750	0.2893030394
751	0.2893033312
752	0.2893035367
753	0.289302438
754	0.2893024115
755	0.2893024115
756	0.2893023271
757	0.2893027125
758	0.2893027892
759	0.289302077
760	0.289302077
761	0.2893022203
762	0.2893021002
763	0.2893026622
764	0.2893027675
765	0.2893023617
766	0.2893013554
767	0.2893016673
768	0.2893017177
769	0.2893017883
770	0.2893020989
771	0.2893018505
772	0.2892994404
773	0.289299211
774	0.2892995826
775	0.2892998814
776	0.2892998191
777	0.2892995474
778	0.2892995225
779	0.2892986705
780	0.2892980016
781	0.2892971584
782	0.289295868
783	0.2892960478
784	0.2892960084
785	0.289295442
786	0.2892955669
787	0.2892948472
788	0.2892948472
789	0.2892948472
790	0.2892952462
791	0.289293163
792	0.2892918241
793	0.2892920993
794	0.2892914938
795	0.2892897519
796	0.2892897336
797	0.2892899343
798	0.2892904443
799	0.2892901411
800	0.2892894479
801	0.2892893265
802	0.2892892537
803	0.2892893851
804	0.2892897994
805	0.2892890426
806	0.2892890994
807	0.2892894103
808	0.2892892202
809	0.289289334
810	0.2892890751
811	0.2892893085
812	0.2892893333
813	0.2892893531
814	0.2892883961
815	0.2892883961
816	0.2892883961
817	0.2892883961
818	0.2892886496
819	0.28928851
820	0.2892881721
821	0.2892884914
822	0.289288331
823	0.2892881871
824	0.289288282
825	0.2892886469
826	0.2892865475
827	0.2892860424
828	0.2892860424
829	0.2892860337
